"","lon","lat"
"1599",120.957699,14.663976
"1600",121.065707,14.56445
"1601",121.037777,14.580441
"1603",122.579083,10.718213
"1604",122.56568,10.750511
"1605",122.542777,10.69443
"1606",120.964051,14.59144
"1607",125.056629,7.248728
"1608",122.07299,6.94777
"1611",123.266553,9.250593
"1612",123.120035,9.591569
"1614",123.221774,10.035662
"1615",122.937708,9.721659
"1616",123.157189,9.515617
"1617",121.123684,14.277861
"1618",121.1194,14.5853
"1619",121.024931,14.556058
"1621",121.131613,14.569499
"1622",120.6028,16.3896
"1623",120.601787,16.407209
"1624",120.5747,16.4209
"1626",122.570844,10.716358
"1627",122.564149,10.766785
"1628",122.619,11.071
"1630",122.366,11.681
"1631",122.599,10.816
"1632",122.236,10.65
"1633",122.4637,10.7281
"1634",122.636,10.943
"1635",120.963216,14.601826
"1636",122.142,10.594
"1637",123.018,11.257
"1638",123.054843,10.670983
"1639",122.1235,14.0565
"1640",121.323337,14.064211
"1641",125.767502,8.75611
"1642",121.008,14.53
"1643",120.733452,18.510866
"1644",121.043901,14.675601
"1645",125.622904,7.124613
"1646",122.6603,14.2597
"1647",123.2589,13.6452
"1648",123.697,13.1322
"1649",122.5811,9.5775
"1650",122.511535,10.685743
"1651",122.578857,10.693068
"1652",121.102781,14.650026
"1653",121.085615,14.575941
"1654",121.05094,14.517786
"1655",122.364292,11.705022
"1656",125.51362,9.758461
"1657",125.543289,8.937983
"1658",126.311073,8.210811
"1659",124.932,12.563
"1660",123.845043,10.269316
"1669",121.958485,10.452026
"1670",120.974464,17.086322
"1671",122.066231,11.044995
"1672",122.017479,10.655884
"1674",122.52285,9.549969
"1675",123.4087,10.8783
"1676",123.076973,10.898042
"1678",123.850536,10.275882
"1679",123.878818,10.302844
"1683",125.9147,8.6057
"1684",120.9817,14.6692
"1685",124.2427,7.2213
"1686",120.957355,14.661983
"1688",125.741686,8.715032
"1690",121.051386,14.553048
"1692",122.966423,10.636989
"1693",122.559929,10.717285
"1694",122.547357,10.692309
"1695",120.673,14.266
"1698",121.323195,14.06382
"1699",121.726944,17.613056
"1700",120.349998,16
"1701",120.666664,15.066667
"1702",120.683334,14.916667
"1703",121.121941,14.696944
"1704",122.296047,12.534535
"1705",124.3983,11.5688
"1706",124.535004,11.523
"1707",123.611763,10.17091
"1708",120.685555,15.030278
"1710",120.958428,14.697437
"1712",123.8715,9.6728
"1714",122.1861,7.0253
"1715",120.5941,18.0463
"1716",120.5934,18.198
"1718",122.8662,10.1997
"1719",123.3038,10.9555
"1720",123.4787,10.5941
"1721",122.9699,10.8814
"1722",123.4988,10.8408
"1723",122.8675,10.0906
"1724",122.8525,10.27
"1726",122.9885,10.2041
"1727",122.8137,9.9932
"1728",122.9195,10.4227
"1729",123.012,10.3203
"1730",123.1167,10.9493
"1731",123.0859,10.2676
"1733",122.8145,10.5258
"1736",123.0864,10.7528
"1738",122.8245,10.4638
"1739",123.0748,10.901
"1740",123.2834,9.3596
"1742",123.7582,10.2111
"1743",120.990615,14.689383
"1748",120.982224,14.604167
"1750",121.25,17.75
"1751",121.23333,16.783333
"1754",121.620987,13.941396
"1756",121.051054,14.722397
"1758",121.553143,16.713997
"1759",120.930291,14.292456
"1760",120.866869,14.409916
"1761",123.886463,10.329369
"1762",123.908773,10.309818
"1763",123.856201,10.27166
"1764",123.921791,10.340359
"1765",123.884437,10.316749
"1769",120.996393,14.611445
"1771",121.833328,18
"1772",121.166664,16.833332
"1773",121.1026,15.7057
"1774",121.033333,14.63333
"1775",120.916946,14.4825
"1776",121.02491,14.405195
"1777",123.550003,13.216667
"1778",124.599998,12.06667
"1779",125.465465,11.718473
"1780",122.751106,11.58528
"1781",122.566666,11.4
"1782",122.666672,11
"1783",122.633331,10.95
"1784",122.550003,10.75
"1785",123.75,10.333333
"1787",123,9.75
"1788",126.433327,7.35
"1789",125.5,6.333333
"1790",125.166664,6.116667
"1791",138.1188,9.5097
"1792",151.842,7.457
"1793",101.702142,3.171454
"1794",101.642404,3.211218
"1810",101.257839,3.336583
"1811",101.18,3.41
"1812",101.670556,3.083609
"1813",101.725237,3.105678
"1814",101.7,3.18
"1815",101.657853,3.151829
"1816",101.640086,3.202819
"1817",101.67,2.94
"1818",103.51,1.51
"1819",113.08136,3.16794
"1820",113.652649,1.900286
"1821",110.340729,1.537901
"1822",110.497627,1.439744
"1823",111.521759,2.100664
"1824",111.464081,1.252342
"1827",101.686335,3.197592
"1830",101.039279,4.472722
"1831",100.7273,4.4019
"1832",109.694252,1.63674
"1833",109.940071,1.491226
"1834",101.74952,3.187737
"1835",101.714416,3.071095
"1836",101.588974,3.590178
"1837",102.782364,3.583325
"1838",101.629872,3.160399
"1839",101.735058,2.819944
"1840",100.68758,5.164463
"1841",100.708358,4.817825
"1842",101.566494,3.027084
"1843",101.713564,3.007541
"1845",100.219975,6.316322
"1846",102.28936,6.162828
"1847",102.257881,6.137824
"1849",101.725348,3.105785
"1850",101.55,3.06
"1851",101.710904,3.228957
"1852",102.407141,2.843261
"1853",116.15736,6.022434
"1854",117.126217,6.742009
"1855",117.927017,4.286158
"1856",101.742225,3.001327
"1857",101.07163,4.618603
"1858",103.68619,1.488823
"1859",103.649218,1.542577
"1860",103.661056,1.519025
"1861",110.559311,1.174082
"1862",114.015927,4.415046
"1863",111.519785,2.117819
"1864",110.374475,1.52486
"1865",100.459152,5.364182
"1866",100.447029,5.362152
"1867",101.710221,3.005377
"1869",100.312318,5.3654
"1870",100.290406,5.339464
"1871",102.791405,5.585918
"1872",102.860169,2.490966
"1873",101.083603,4.815944
"1874",101.575488,3.319274
"1875",101.753626,2.962584
"1876",100.231776,5.299767
"1877",102.000833,2.666569
"1878",100.307254,5.371958
"1879",100.303774,5.340874
"1882",103.295975,3.835481
"1886",101.6896,3.1442
"1887",101.6115,3.2202
"1888",101.6766,3.1307
"1889",101.7175,3.2171
"1890",101.56,3.33
"1892",100.447057,5.484529
"1893",100.751703,5.820485
"1894",102.200464,5.53197
"1895",100.606751,6.252501
"1896",100.388733,6.13156
"1897",100.51923,5.644643
"1898",100.194225,6.448365
"1899",103.936472,1.455875
"1900",100.377731,5.4086
"1901",102.259047,2.195069
"1902",102.419608,2.29557
"1903",102.23455,2.242183
"1906",116.210575,6.127242
"1907",116.260214,6.134752
"1908",116.270657,6.138165
"1910",102.989616,5.093634
"1911",101,5
"1912",101.161736,4.801436
"1915",102.4223,3.4514
"1918",102,5.333333
"1919",101.524803,3.509247
"1920",101.843864,2.955381
"1921",113.001198,2.557428
"1924",101.8116,3.1165
"1927",117.131157,5.348619
"1928",102.75,3.5
"1929",101.5,3.167
"1930",103.75,1.46667
"1931",16.382403,16.382403
"1932",20.835,13.833
"1933",15.045,12.105
"1956",100.51,13.75
"1957",102.15,12.6
"1958",100.65,13.76
"1959",100.46,13.7
"1960",100.48,13.83
"1961",100.6,13.7
"1962",100.54,13.78
"1963",100.542898,13.696693
"1964",101.26,12.71
"1965",101.25,12.66
"1966",101.28,12.68
"1972",100.5,13.73
"1974",98.98,18.79
"1976",100.579462,13.772399
"1979",103.3,16.18
"1980",100.485052,13.758665
"1986",100.53,14.01
"1987",98.56,16.71
"1988",99.85,8.15
"1991",98.91,8.06
"1994",104.78,17.4
"1995",101.303403,12.683742
"1996",101.371475,12.73737
"1997",101.201382,12.688091
"1998",101.37715,12.663614
"1999",101.422183,12.642234
"2000",101.467989,12.659689
"2001",101.490712,12.817034
"2002",101.171274,12.705098
"2003",103.48,14.88
"2004",100.01,9.75
"2005",100.03,14.63
"2006",100.11,14.46
"2007",99.5,16.46
"2016",100.985714,13.35912
"2039",102.4304,12.1619
"2040",100,9.71
"2050",98.777962,7.747053
"2051",99.9361,9.5302
"2062",102.103883,14.984524
"2063",100.494729,13.694338
"2064",100.618258,13.909741
"2065",100.523329,14.020522
"2077",99.591486,13.619879
"2078",99.83,19.9
"2079",100.25,16.83
"2080",98.63,9.96
"2082",104.86,15.23
"2083",102.79,17.4
"2086",99.782581,13.715705
"2097",100.263072,16.808197
"2098",104.864044,15.24444
"2099",103.446035,16.135869
"2100",98.890361,18.113856
"2101",98.951769,18.745108
"2102",98.307881,8.125936
"2103",98.390021,7.908102
"2104",98.333201,8.031354
"2105",98.384535,7.889866
"2116",98.377562,7.962677
"2117",100.080271,13.734716
"2118",99.989948,13.797407
"2119",100.090885,13.68235
"2120",99.911671,13.700362
"2129",100.138704,15.707498
"2134",102.824621,16.466872
"2135",100.013824,9.75
"2136",100.536679,13.731527
"2138",100.6264,13.7703
"2147",100.536228,13.764292
"2148",100.6341,13.7194
"2152",102.83,16.43
"2163",99.647533,16.369078
"2164",99.43519,16.379513
"2165",99.496268,16.481266
"2166",99.513934,16.518389
"2167",99.555838,16.396596
"2176",100.591975,14.352812
"2191",103.3383,15.3599
"2192",97.849,18.082
"2193",102.029285,15.807119
"2195",99.813558,13.528295
"2222",100.51667,13.75
"2223",101.453,12.575
"2224",102.5691,11.6642
"2225",102.295151,12.01933
"2244",97.866211,18.521282
"2245",98.317001,17.132999
"2246",103.10392,14.99433
"2247",98.33075,7.984311
"2248",98.400002,7.883333
"2249",100.608002,7.187
"2251",101.25238,6.202025
"2252",101.060509,5.7731
"2253",91.817322,22.334833
"2255",89.83,23.6
"2256",90.4,24.75
"2257",89.5,23.16
"2259",90.010586,25.015929
"2260",88.285675,24.759302
"2261",89.20578,23.170664
"2262",90.421371,23.703637
"2264",90.372791,23.769636
"2266",90.4308,23.7426
"2267",90.3607,23.7688
"2268",90.4225,23.7203
"2269",90.911951,24.376184
"2270",91.81607,22.360451
"2271",90.361529,22.705122
"2272",90.351331,23.793223
"2273",90.385335,23.752865
"2274",90.411581,23.74386
"2278",80.28,13.08
"2279",77.231694,28.640468
"2280",88.36,22.56
"2281",72.618542,25.344336
"2282",76.997967,20.703775
"2283",77.7632,20.9274
"2284",78.120489,20.389044
"2287",76.7912,19.2593
"2288",76.56,28.9
"2289",73.98,20.16
"2290",75.4,19.85
"2292",70.026655,23.113996
"2293",73.115973,23.892037
"2294",68.773971,23.825708
"2295",71.91958,23.291259
"2296",72.950563,23.504024
"2297",73.487835,23.390791
"2298",71.82086,21.531813
"2299",72.960777,23.233775
"2300",70.801964,22.318954
"2311",72.924643,23.495051
"2314",72.876205,19.078991
"2315",73.786125,19.994644
"2316",73.86,18.53
"2317",79.15,12.81
"2328",79.91,27.88
"2329",75.5,21.4
"2335",74.85,12.9
"2345",77.21,28.66
"2346",77.211692,28.635609
"2347",80.91,26.85
"2348",77.2,28.6
"2350",75.473835,29.191619
"2351",76.299348,29.241398
"2352",75.801144,29.072975
"2353",75.654888,29.285201
"2354",75.813875,29.105827
"2355",80.245553,13.058597
"2357",77.31,28.33
"2358",76.9635,28.3825
"2359",77.706242,28.990124
"2361",76.969814,29.398628
"2362",77.54385,29.977242
"2363",75.028524,29.536872
"2364",74.172256,16.640962
"2365",76.96,11
"2366",78.157926,12.127782
"2367",77.73,11.35
"2368",79.70335,12.832891
"2369",77.538357,8.088123
"2370",79.140587,10.78407
"2371",77.703495,8.732738
"2372",78.119545,9.924213
"2375",72.0428,23.1263
"2376",72.380147,22.989765
"2380",79.13,12.93
"2385",76.964622,8.488332
"2386",72.791952,21.210359
"2387",72.37534,23.800895
"2388",73.838153,18.14944
"2389",73.850341,18.457303
"2390",73.871037,18.526126
"2391",74.378629,18.825798
"2392",73.642809,18.738646
"2393",73.908588,18.653381
"2394",87.352967,22.863205
"2395",87.321371,22.641363
"2398",73.812647,18.624286
"2399",78.05,15.83
"2400",77.495,10.005
"2402",88.3523,22.5517
"2404",75.124111,15.363653
"2405",77.244945,8.35639
"2406",77.224002,8.304585
"2407",77.357844,8.225295
"2408",77.001185,8.479503
"2409",76.960158,8.532557
"2410",76.942381,8.457388
"2411",72.839599,19.061631
"2412",76.1205,10.5398
"2413",73.119922,22.049925
"2414",76.52019,16.161097
"2415",73.20053,22.30162
"2416",73.174303,22.338009
"2417",76.327254,9.556804
"2418",77.101994,9.918802
"2419",76.866224,8.597231
"2420",76.83991,8.912631
"2421",77.15199,8.347388
"2422",77.094104,8.30242
"2423",76.543107,10.662548
"2424",77.035954,8.48829
"2425",77.074313,8.468892
"2426",77.046933,8.429498
"2427",76.914926,8.554032
"2428",76.948278,8.443422
"2429",76.988794,8.5246
"2430",77.053506,8.563877
"2432",73.87584,18.512778
"2433",72.82,18.97
"2434",76.306801,10.011453
"2437",77.299948,28.686974
"2438",76.903794,8.709765
"2439",73.20884,22.2586
"2440",76.7734,30.725
"2441",77.958,9.583
"2442",79.7483,11.9093
"2443",80.897,26.8467
"2444",80.235,13.0481
"2448",72.842292,19.080106
"2450",72.866292,19.075746
"2456",88.141719,25.000664
"2457",72.843761,19.223638
"2458",77.096157,28.847079
"2459",77.123966,28.724614
"2460",77.088046,28.619412
"2461",88.345618,22.494537
"2462",88.402812,22.616784
"2463",75.645411,14.238012
"2465",72.539706,23.06923
"2466",74.579601,18.153355
"2467",73.780991,18.653005
"2471",76.990371,28.60713
"2472",88.416924,22.583266
"2473",88.369709,22.503518
"2474",88.346557,22.595549
"2476",78.55,20.665
"2477",75.85,30.9
"2481",84.5039,26.7999
"2483",78.037033,30.314802
"2488",77.128558,28.668976
"2489",73.806,18.616
"2490",77.591085,12.927272
"2492",94.301304,24.251281
"2493",77.283333,30.1
"2494",82.183334,27.433332
"2495",78.179169,26.223612
"2496",72.046814,24.105038
"2497",72.5,23.666668
"2498",73.182159,23.684359
"2499",87.066666,23.25
"2500",77,20
"2501",73.187576,22.306549
"2502",72.83783,18.950972
"2505",77.1305,28.5866
"2506",77.1916,28.6526
"2508",77.2855,28.6712
"2509",87.4499,23.8332
"2510",76.718,30.0766
"2511",74.9472,30.2092
"2512",88.7159,26.5247
"2513",88.36972,22.569719
"2516",76.357241,9.754966
"2518",71.23333,21.616667
"2521",76.928251,8.523908
"2522",88.3943,22.5791
"2523",88.368952,22.515015
"2524",94.336992,24.358601
"2525",88.3858,22.5924
"2526",73.198172,22.277738
"2527",89.383262,26.83807
"2528",71.217626,21.602552
"2529",73.7625,15.5425
"2530",77.731964,24.577554
"2531",80.182913,21.814629
"2532",77.31754,23.267222
"2533",77.390804,23.260205
"2534",80.832384,24.583144
"2535",88.3529,22.546
"2536",76.775147,9.68581
"2537",76.789435,9.557271
"2538",75.57917,31.325556
"2539",76.718666,30.703846
"2540",76.400284,30.32667
"2541",77.683334,29.466667
"2542",77.699997,28.98333
"2543",77.433327,28.66667
"2544",80.349998,26.466667
"2545",85.400002,26.116667
"2546",85.116997,25.6
"2547",81.849998,25.450001
"2548",80.883331,17.66667
"2549",73.949997,15.6
"2550",73.815681,15.39585
"2551",78.400002,13.16667
"2552",77.603287,12.97623
"2553",75,12.5
"2554",76.649719,12.30722
"2555",75.333336,12.166667
"2556",75.916612,11.235233
"2557",76.57595,10.624648
"2558",44.06,9.58
"2561",43.65,3.11
"2562",42.28,2.33
"2563",45.36,2.06
"2564",42.53,-0.36
"2569",103.720783,1.334375
"2570",103.896371,1.300395
"2571",103.846006,1.370071
"2572",103.853651,1.325215
"2573",103.783568,1.318415
"2574",103.846044,1.321708
"2576",103.952243,1.335147
"2577",103.923172,1.325129
"2578",103.917525,1.307388
"2579",103.986275,1.390878
"2580",103.849164,1.322898
"2582",103.7828,1.2951
"2583",103.827224,1.330943
"2584",103.846028,1.32189
"2585",103.8937,1.3726
"2586",103.7593,1.3138
"2587",103.838561,1.375348
"2588",103.756,1.356
"2590",103.7101,1.3445
"2591",103.76368,1.359029
"2592",103.886436,1.35669
"2593",103.947373,1.372094
"2594",103.956788,1.349591
"2595",103.772,1.3148
"2596",103.78896,1.438192
"2597",103.90828,1.309169
"2600",145.75,15.19
"2601",81.619,28.065
"2602",80.89865,28.831355
"2603",81.778702,28.146057
"2604",82.301773,27.99036
"2605",83.036138,27.982927
"2606",83.05,27.533333
"2607",83.378939,27.626424
"2608",83.889706,27.649841
"2609",84.22788,27.944705
"2610",84.689749,28.476394
"2611",84.6667,27.5
"2612",84.898477,27.971136
"2613",84.856793,27.173588
"2614",85.023346,27.554636
"2615",85.333333,27.7
"2616",85.28,27.47
"2617",85.064907,27.134111
"2618",85.56121,26.962714
"2619",87.894245,26.63982
"2620",84.431,27.681
"2621",85.028,27.432
"2622",84.877,27.017
"2623",87.284,26.48
"2660",80.321311,28.837201
"2661",84.354205,27.529131
"2680",83.416252,27.505699
"2681",96.142502,16.799282
"2687",97.6238,16.4904
"2688",94.732647,16.775288
"2691",97.746334,22.942902
"2692",94.926624,20.140727
"2694",97.640591,16.882089
"2696",96.499672,17.327698
"2697",95.957909,21.883801
"2698",99.883518,20.449533
"2699",97.036629,20.784363
"2700",99.016671,12.083135
"2701",97.388012,25.37915
"2702",92.894096,20.148785
"2703",96.16,16.78
"2718",96.127703,16.78141
"2719",96.182113,16.816701
"2729",96.25,16.75
"2737",94.051438,23.183559
"2738",96.202269,16.794188
"2741",96.120903,16.865044
"2742",96.101199,16.952619
"2743",95.232,21.64
"2744",94.876,20.46
"2746",95.707,17.966
"2748",95.133331,22.116671
"2749",95.138,22.109
"2751",96.156113,16.805279
"2752",94.25,19
"2753",96.220773,17.094724
"2754",96.041069,16.913998
"2757",95.963168,17.312958
"2758",96.202335,16.787103
"2759",93.546881,19.432847
"2760",95.220628,18.820535
"2761",92.897688,20.144283
"2764",96.207001,19.737
"2765",96.167,17
"2766",105.945053,10.37166
"2767",106.680307,20.859774
"2768",105.635898,20.215851
"2769",106.616363,10.814422
"2770",106.96764,10.955349
"2771",106.997509,10.952989
"2773",107.013302,17.026258
"2776",108.231955,10.95754
"2778",105.905743,18.341817
"2779",104.4392,21.4991
"2780",106.4935,20.6745
"2781",107.5406,11.1825
"2782",108.0476,11.1178
"2783",108.1761,10.9376
"2784",105.6877,10.8301
"2785",106.6524,10.8087
"2786",106.6271,10.7926
"2787",107.2514,10.806
"2788",107.6741,10.758
"2789",105.8335,9.637
"2801",106,10.17
"2803",105.972229,9.598825
"2804",105.418568,10.37605
"2806",105.83662,20.93466
"2807",105.849495,21.13723
"2808",105.761518,21.039312
"2809",105.816999,21.074616
"2810",105.792963,21.033847
"2811",105.854321,21.029246
"2812",105.898408,21.044223
"2813",105.950668,21.027878
"2814",105.838973,20.995933
"2815",105.860256,21.007894
"2816",105.850096,20.986612
"2818",108.056,10.923
"2819",108.021,10.805
"2821",106.6836,10.7597
"2822",106.629664,10.823099
"2835",106.638007,10.729682
"2836",106.6353,10.7459
"2837",105.78455,10.031738
"2852",106.594305,10.761979
"2853",106.667705,10.771676
"2854",106.7163,10.8128
"2855",106.6416,10.7253
"2856",106.6468,10.808
"2871",104.833336,19.333332
"2872",106.1116,10.4286
"2873",106.4477,10.3856
"2874",106.6724,10.3632
"2875",106.3442,10.3761
"2876",105.1387,9.3684
"2877",104.8803,9.112
"2878",104.8339,9.04968
"2879",106.6673,10.8383
"2880",106.7565,10.7963
"2881",106.7296,10.7364
"2882",106.6684,10.7724
"2883",106.7085,10.8095
"2884",106.751932,10.851095
"2885",105.152904,9.190234
"2889",106.6228,10.7987
"2902",105.632,9.9309
"2903",105.4526,9.773
"2904",105.5363,9.7987
"2907",109.219606,13.780966
"2911",105.783798,10.03183
"2924",105.87513,20.971699
"2925",105.833336,22.166668
"2926",108.083,16.083
"2927",108.214897,16.051571
"2928",108.220833,16.067778
"2929",109,14.16667
"2930",109.166672,13.16667
"2931",108.903,12.399
"2932",106.676292,11.271015
"2933",105.166664,10.5
"2934",106.5,10.16667
"2935",114.0553,22.341693
"2936",114.076095,22.427135
"2937",114.201243,22.341542
"2938",113.941584,22.282808
"2939",114.1626,22.301926
"2940",114.119453,22.369953
"2941",114.190959,22.248595
"2942",73.497908,4.169889
"2943",73.251609,1.891049
"2944",89.390416,26.858993
"2945",89.384,26.865
"2949",89.390917,26.858074
"2950",89.599998,27.483334
"2952",47.02,14.2
"2953",45.023117,12.908198
"2955",44.2,15.335
"2956",42.951,14.801
"2957",44.837,14.412
"2958",44.248,14.142
"2959",44.077148,14.902322
"2960",43.8847,13.4778
"2961",43.357544,16.008856
"2962",43.019489,15.305307
"2963",43.544312,15.321274
"2964",47,15
"2965",43.324585,14.514462
"2966",43.564911,13.984711
"2967",44.730831,13.696667
"2968",44.033329,13.56667
"2969",44,13.5
"2970",44.87801,13.05493
"2971",45.036671,12.77944
"2972",134.4525,7.3525
"2973",134.4895,7.3302
"2974",134.543416,7.361743
"2975",134.478993,7.342037
"2977",134.479172,7.341944
"2978",43.16,11.55
"2980",104.91,11.55
"2981",104.96,11.56
"2982",105.06,11.1
"2983",103.014565,13.50315
"2984",102.98152,13.581587
"2985",102.958961,13.803491
"2986",102.8923,13.8333
"2987",105.697632,12.125264
"2989",104.582176,11.212081
"2990",105.466667,11.36667
"2991",9.291,4.934
"2992",10.214,4.567
"2993",9.966,4.453
"2994",13.504,4.193
"2995",10.88,3.435
"2996",11.69,2.479
"3015",79.8426,6.9308
"3021",81.7,7.71
"3022",79.86,6.91
"3025",80.600152,7.266608
"3027",79.905446,7.252347
"3028",79.939717,6.990794
"3029",79.882897,6.882907
"3030",80.005192,7.08751
"3032",79.877286,6.914413
"3033",80.6,7.267
"3034",79.876953,6.91805
"3035",79.873216,6.889575
"3037",79.863639,6.906915
"3038",79.808,7.573
"3039",79.881483,6.918767
"3040",80.635002,7.296389
"3041",81.700363,7.707897
"3042",80.733692,6.047922
"3043",80.616,6.05
"3044",80.783476,6.019825
"3045",81.856,7.132
"3046",80.694204,6.153022
"3047",80.760713,6.145782
"3051",80.149942,9.6519
"3052",80.80928,9.041315
"3053",80.21167,6.05361
"3054",7.479916,5.137108
"3055",8.639624,5.440595
"3056",3.286428,7.434986
"3057",8.527265,4.795331
"3058",4.743633,7.620144
"3059",6.468859,6.319905
"3060",4.555092,7.769505
"3061",7.506566,5.356427
"3064",7.51668,5.833592
"3065",6.01018,9.076671
"3066",5.867271,8.891177
"3067",8.275008,8.877779
"3072",9.045839,7.322968
"3074",7.408891,6.320417
"3096",8.322988,7.021931
"3097",7.810879,7.036498
"3099",3.402958,8.667918
"3101",3.305655,6.591969
"3102",8.108658,4.764647
"3103",5.996361,8.958332
"3111",8.889198,9.931653
"3132",10.369382,10.369382
"3133",102.620087,17.970896
"3135",102.611,17.967
"3137",105.362806,15.937726
"3138",106.380179,15.428199
"3139",105.906472,15.665519
"3140",101.318999,18.222749
"3141",101.986169,20.690696
"3142",106.433327,15.68333
"3143",43.06,6.68
"3144",37.216,19.601
"3145",31.210327,11.501557
"3146",29.659967,12.042007
"3147",31.106872,13.720708
"3148",29.561005,11.695273
"3149",30.0797,11.1057
"3150",30.899,12.3
"3152",39.139209,21.73662
"3153",39.199891,21.43014
"3154",39.127021,21.648414
"3155",39.796371,21.43773
"3156",39.175118,21.512929
"3157",39.209075,21.575799
"3158",39.211185,21.54323
"3159",39.167261,21.601098
"3160",39.203067,21.491568
"3161",39.245328,21.509436
"3162",39.230436,21.477531
"3163",39.825754,21.419673
"3164",39.202552,21.482463
"3165",41.2059,21.6265
"3166",39.190611,21.466029
"3168",39.208989,21.463214
"3169",39.1708,21.54
"3170",39.8154,21.4192
"3171",39.099886,22.289051
"3172",67.6,24.84
"3173",67.0521,24.9444
"3174",67.076,24.897
"3175",68.367335,25.402123
"3176",69.011317,25.518373
"3177",66.9808,24.9593
"3178",67.0882,24.9098
"3179",66.9958,24.8694
"3181",68.887901,26.112062
"3182",69,25.533333
"3183",67.050003,24.866667
"3184",68.416664,26.25
"3186",110.41,20.05
"3187",110.17,19.51
"3188",109.21,19.78
"3189",109.18,19.73
"3194",71,34
"3195",93.038549,8.456412
"3196",113.121872,23.02034
"3198",113.198057,23.128797
"3202",116.620502,23.65616
"3203",113.080101,22.577876
"3204",113.220218,23.404165
"3205",113.81086,23.261141
"3206",113.3612,23.12468
"3207",113.244261,23.125981
"3208",113.235402,23.103009
"3209",113.459714,23.106899
"3210",113.317388,23.083801
"3211",113.266841,23.128524
"3212",113.273289,23.15729
"3213",113.384129,22.937244
"3215",113.575945,22.271623
"3218",113.273247,23.231718
"3219",113.591715,23.176677
"3220",113.126186,23.015996
"3221",112.902593,22.887257
"3222",113.74472,23.048889
"3223",120.370302,22.341979
"3237",120.665359,23.015284
"3238",120.3476,23.1923
"3240",121.669235,24.91384
"3241",120.502453,22.6834
"3244",121.566539,25.093372
"3249",120.250626,23.144148
"3255",120.546784,22.553861
"3257",120.213236,22.988738
"3261",120.455031,22.461643
"3263",120.355942,22.649859
"3265",120.303187,22.717537
"3266",120.291652,22.687736
"3267",120.360846,22.555319
"3268",120.326254,22.648344
"3269",120.314721,22.597079
"3270",120.301435,22.627278
"3291",120.350486,22.634125
"3299",120.249295,23.703637
"3300",120.201302,23.000116
"3301",120.223964,22.980106
"3302",120.351048,22.633659
"3303",120.673648,24.147736
"3310",121.525002,25.039167
"3311",121.5183,25.0837
"3313",121.565418,25.032969
"3320",121.21685,24.937588
"3321",121,24
"3322",120.482712,23.992526
"3323",121.36905,25.060877
"3330",121.581749,24.94702
"3331",120.297417,23.174894
"3332",120.341942,23.15027
"3333",120.168114,23.024763
"3334",84.88,22.2
"3340",86.597786,20.469418
"3341",85.825584,20.3081
"3342",81.895256,18.363525
"3343",74.403638,31.587017
"3344",74.341807,31.601346
"3345",74.379777,31.564221
"3346",74.260452,31.503904
"3347",74.284934,31.527977
"3348",74.293277,31.54098
"3349",74.3384,31.544
"3350",73.066666,33.599998
"3351",72.333336,33.416668
"3352",73.978333,31.713057
"3353",72.900002,30.616667
"3354",72.2556,33.5546
"3355",72.0205,33.432
"3356",72.2226,33.577
"3357",74.343613,31.549723
"3358",72,31
"3360",73.057602,33.640099
"3361",73.059082,33.610046
"3362",72.866669,32.933331
"3363",74.297523,31.484533
"3364",73.470558,34.373611
"3365",72.179726,35.378334
"3366",72.937012,34.001172
"3367",72.907615,33.802144
"3368",72.91328,33.8583
"3369",73.464699,34.64827
"3370",73.235779,34.202778
"3371",73.216393,34.146667
"3372",121.269608,30.173625
"3373",120.086524,29.310913
"3374",119.928569,29.208842
"3375",120.221579,29.253418
"3376",120.10304,29.331604
"3377",119.961709,29.218647
"3378",120.084721,29.322655
"3379",42.551109,16.88917
"3380",-76.52,3.43
"3381",-73.515,6.6754
"3387",-74.828582,9.58704
"3388",-73.63,4.15
"3389",-73.25,10.47
"3390",-75.23,4.43
"3392",-75.2642,4.4354
"3399",-75.03,8.93
"3400",-75.39,9.3
"3401",-75.58,9.52
"3402",-75.44,9.45
"3407",-74.070282,4.592852
"3411",-76.368,8.267
"3412",-76.732,8.094
"3413",-76.633,7.884
"3414",-76.6611,7.7664
"3415",-76.683,7.671
"3416",-76.418,7.233
"3419",-74.20176,11.247524
"3420",-75.34,3.0115
"3422",-73.1328,7.1372
"3424",-74.770271,10.985957
"3425",-75.302,4.1292
"3427",-75.514579,10.396634
"3428",-74.201539,11.247187
"3429",-74.416664,6
"3430",-72.5,11.5
"3431",-75.083328,9.96667
"3432",-73,8
"3433",-72.497894,7.902477
"3434",-75.5,7
"3435",-75.513054,6.828333
"3436",-75.23333,6.3
"3437",-75.53611,6.291389
"3438",-75.681114,4.533889
"3439",-76.199997,4.086667
"3440",-76.5,3.75
"3441",-76.303612,3.539444
"3442",-76.550003,3.416667
"3443",-76.583336,3.166667
"3444",-43.4554,-22.7585
"3445",-43.283658,-22.913417
"3446",-43.27775,-22.837579
"3447",-43.245893,-22.989844
"3448",-43.387442,-22.922666
"3449",-43.28,-22.88
"3450",-41.3,-21.43
"3452",-41.26,-21.81
"3453",-42.53,-22.26
"3454",-43.66,-22.4
"3455",-42.98,-22.43
"3456",-44.11,-22.53
"3457",-43.18,-22.51
"3458",-43.29,-22.58
"3459",-43.3,-22.78
