"","lon","lat"
"3460",-43.41,-22.8
"3461",-43.36,-22.8
"3462",-43.23,-22.9
"3463",-43.09,-22.88
"3464",-42.5,-22.93
"3465",-44.3,-23
"3466",-43.44,-22.75
"3467",-43.181276,-22.967087
"3472",-42.618828,-11.816949
"3491",-43.1063,-22.8819
"3492",-47.820859,-21.210454
"3493",-49.381,-20.808
"3494",-47.785,-20.05
"3495",-48.051,-20.2
"3496",-47.734,-20.233
"3497",-47.78,-20.33
"3498",-47.834,-20.434
"3499",-48.576,-20.551
"3500",-48.914,-20.743
"3501",-48.067,-20.734
"3502",-48.301,-20.884
"3503",-48.218,-21.034
"3504",-48.084,-21.051
"3505",-47.791,-21.051
"3506",-47.8209,-21.2105
"3507",-42.3427,-22.8738
"3508",-42.423821,-22.148616
"3509",-41.68,-21.13
"3510",-41.3275,-21.7557
"3511",-42.8549,-22.7496
"3513",-43.7,-22.6
"3514",-43.0553,-22.8273
"3515",-43.3734,-22.805
"3516",-43.3158,-22.7888
"3519",-40.35,-20.31
"3520",-48.206062,-7.190826
"3521",-49.5,-18.5
"3522",-49.95,-18.7
"3523",-50.13,-18.83
"3524",-49.46,-18.96
"3525",-47.68,-19.13
"3526",-47.46,-19.21
"3527",-48.91,-19.3
"3528",-47.28,-19.35
"3530",-48.3,-19.7
"3531",-48.58,-19.78
"3532",-46.4,-19.76
"3533",-48.38,-19.91
"3534",-47.45,-19.88
"3536",-48.13,-20.06
"3537",-47.91,-19.75
"3584",-38.6624,-3.7361
"3586",-38.51,-12.98
"3587",-49.2751,-16.6421
"3588",-43.0552,-22.9166
"3590",-39.198117,-17.522682
"3591",-38.890157,-15.859719
"3592",-39.246712,-17.713369
"3593",-39.58,-16.36
"3594",-39.56,-16.56
"3595",-39.3285,-14.8489
"3596",-39.620247,-16.085403
"3597",-39.53,-17.06
"3598",-39.0662,-16.444
"3599",-39.230733,-17.33245
"3600",-39.03,-16.28
"3601",-39.71,-17.52
"3604",-44.08,-2.4626
"3605",-44.05,-2.55
"3606",-44.2942,-2.5363
"3607",-51.91,-23.41
"3612",-38.4438,-12.9029
"3618",-43.93944,-19.919615
"3621",-57.95,-8.35
"3622",-35.2197,-5.8073
"3626",-43.955798,-19.818148
"3627",-43.938375,-19.807973
"3628",-43.902798,-19.853269
"3629",-44.007225,-19.904282
"3630",-43.931694,-19.935914
"3631",-43.893929,-19.917839
"3632",-44.009285,-19.997225
"3633",-43.977699,-19.968831
"3634",-48.4233,-1.2643
"3635",-60.259,-2.6259
"3638",-43.963695,-19.859162
"3639",-42.7029,-3.9487
"3640",-42.1091,-19.9443
"3641",-45.4084,-21.844
"3642",-51.1764,-29.851
"3646",-44.254231,-2.532296
"3647",-44.223075,-2.542843
"3648",-44.268909,-2.567624
"3649",-44.330192,-2.563936
"3650",-44.223776,-2.585544
"3651",-46.716542,-23.774663
"3652",-46.331463,-23.960529
"3654",-44.300151,-2.531782
"3657",-48.377,-1.378
"3676",-48.499,-1.438
"3684",-48.061867,-16.026676
"3685",-51.103992,-29.952257
"3687",-41.1,-20.85
"3688",-41.881135,-22.748045
"3689",-44.122524,-22.52778
"3691",-40.506792,-20.649973
"3694",-43.984,-22.517
"3714",-38.464022,-3.717805
"3722",-49.679797,-19.981496
"3724",-52.46,-23.06
"3750",-48.55,-20.55
"3752",-54.585,-25.5455
"3770",-50.23,-20.26
"3771",-50.78,-20.38
"3772",-49.98,-20.4
"3773",-49.38,-20.8
"3774",-49.68,-21.05
"3775",-47.8,-21.16
"3776",-50.41,-21.2
"3777",-50.63,-21.25
"3778",-50.31,-21.3
"3779",-50.06,-21.4
"3780",-50.36,-22.01
"3781",-49.93,-22.21
"3790",-43.240306,-22.903574
"3793",-64.3047,-9.1524
"3795",-49.3582,-20.7968
"3796",-42.7487,-11.0189
"3806",-38.5285,-3.7848
"3807",-47.7968,-15.7807
"3811",-54.62,-20.442
"3818",-43.1315,-22.9028
"3826",-46.475029,-13.931401
"3827",-48.222785,-13.563732
"3828",-48.511906,-15.354052
"3829",-47.951206,-18.182673
"3830",-51.384487,-20.893136
"3831",-39.87834,-6.127583
"3832",-40.672989,-5.177114
"3833",-39.308152,-6.348398
"3835",-35.9515,-9.590594
"3837",-56.155472,-15.650809
"3840",-39.247341,-12.149767
"3841",-39.147778,-12.389635
"3842",-39.728737,-13.846747
"3843",-40.559006,-14.861178
"3844",-38.969908,-12.586397
"3845",-42.220216,-14.503909
"3846",-38.3269,-12.7026
"3847",-41.237283,-15.497852
"3848",-39.838028,-11.662996
"3849",-38.391237,-10.596665
"3850",-38.746147,-12.231984
"3851",-39.122,-12.653236
"3852",-44.290123,-14.202485
"3853",-39.488826,-13.751808
"3854",-39.1852,-11.745361
"3855",-39.754486,-12.152116
"3856",-40.977559,-12.983566
"3857",-41.293602,-13.81541
"3858",-40.183582,-10.244992
"3859",-40.0784,-13.857
"3860",-39.891472,-13.991374
"3861",-40.512543,-9.438224
"3862",-38.327236,-12.894143
"3863",-42.6931,-13.020614
"3864",-40.594597,-11.426187
"3865",-39.329796,-10.43717
"3866",-41.157389,-11.552521
"3867",-40.471601,-11.858447
"3868",-39.50243,-13.205521
"3869",-38.327408,-12.433894
"3870",-38.763471,-12.865527
"3871",-39.272804,-12.954375
"3872",-39.464321,-13.041686
"3873",-38.505464,-12.971438
"3874",-39.103889,-13.537198
"3875",-39.479556,-9.843208
"3876",-39.324989,-14.302977
"3877",-39.066238,-13.372251
"3878",-38.62504,-12.953706
"3879",-40.855866,-14.854541
"3881",-44.424605,-19.28992
"3882",-40.2653,-9.5385
"3883",-39.4442,-9.8958
"3884",-40.1049,-10.0512
"3885",-39.4755,-10.3637
"3886",-38.4162,-10.537
"3887",-40.3857,-10.9086
"3889",-40.6293,-11.4157
"3890",-41.1498,-11.4709
"3891",-39.8117,-11.6924
"3892",-39.1526,-11.7273
"3893",-40.5508,-11.9482
"3894",-45.6866,-12.0798
"3895",-38.3945,-12.1014
"3896",-39.7822,-12.1997
"3897",-39.1961,-12.176
"3898",-39.0376,-12.1869
"3899",-38.783,-12.2097
"3900",-38.2414,-12.3425
"3901",-39.1479,-12.3796
"3902",-38.9923,-12.5074
"3903",-38.4993,-12.5117
"3904",-38.8852,-12.6391
"3905",-39.1294,-12.6852
"3906",-38.2038,-12.667
"3907",-38.402138,-12.788366
"3908",-38.3303,-12.8585
"3909",-38.7783,-12.9031
"3910",-39.2264,-13.0095
"3911",-38.7042,-13.0245
"3912",-39.4306,-13.0487
"3913",-41.0229,-13.0838
"3914",-42.7104,-13.1791
"3915",-39.5067,-13.311
"3916",-39.1978,-13.359
"3917",-39.2214,-13.5788
"3918",-39.1459,-13.7492
"3919",-39.4728,-13.7865
"3920",-39.7351,-13.8245
"3921",-41.3851,-13.8378
"3922",-40.1586,-13.8718
"3923",-39.8852,-13.9413
"3924",-44.1981,-14.0519
"3925",-39.723,-14.0599
"3926",-41.6819,-14.1708
"3927",-39.4041,-14.262
"3928",-42.2913,-14.4761
"3929",-39.6214,-14.4737
"3930",-40.5787,-14.9032
"3931",-40.924,-15.0165
"3932",-40.254364,-15.24444
"3946",-51.967416,-23.400903
"3947",-46.2925,-23.8721
"3950",-34.9304,-8.0442
"3952",-44.402,-19.3
"3954",-43.9597,-19.9024
"3956",-41.1391,-20.3703
"3961",-34.9,-8.05
"3963",-48.490197,-1.455779
"3965",-40.2934,-20.275
"3967",-49.285212,-16.706739
"3968",-47.05415,-22.916579
"3969",-46.733708,-23.529838
"3970",-46.938457,-23.548251
"3971",-41.471601,-19.17241
"3972",-48.119187,-5.656046
"3975",-49.797707,-4.329979
"3977",-57.6682,-16.0828
"3978",-56.100845,-15.597594
"3979",-56.426988,-14.403023
"3980",-55.513742,-11.869012
"3982",-48.33279,-10.171511
"3986",-43.804607,-19.890077
"3988",-35.2278,-5.803
"3989",-67.808075,-9.971556
"3997",-43.9785,-19.8524
"3998",-43.859,-19.887
"3999",-40.306,-6.004
"4003",-59.990015,-3.116519
"4006",-40.366201,-3.664015
"4007",-38.534982,-3.768337
"4008",-37.781496,-4.829628
"4010",-40.357275,-3.681832
"4011",-63.8983,-8.7657
"4012",-37.9771,-4.9398
"4014",-63.907,-8.761
"4016",-44.052486,-19.937851
"4017",-66.9367,-9.9269
"4022",-44.1,-19.918
"4024",-43.365498,-22.999484
"4027",-63.062,-9.912
"4038",-34.943772,-8.056542
"4039",-43.348045,-22.951438
"4040",-43.993,-19.962
"4042",-60.7177,2.8214
"4044",-43.0404,-22.659
"4045",-44.7034,-23.1506
"4048",-43.956,-19.818
"4049",-44.011,-19.994
"4051",-50.739,0.5637
"4054",-44.2823,-2.6318
"4055",-41.7585,-2.9563
"4057",-40.2119,-3.8202
"4058",-38.6289,-3.8773
"4059",-38.2967,-4.2355
"4060",-42.7681,-5.1727
"4061",-39.2822,-7.1819
"4062",-48.6205,-7.3388
"4063",-39.7727,-8.1602
"4064",-61.3241,-11.3009
"4066",-57.8364,-16.5171
"4067",-43.9305,-16.6207
"4069",-49.266,-16.8118
"4070",-51.0378,-17.7391
"4071",-41.9634,-18.7831
"4072",-48.3298,-19.0275
"4073",-42.6897,-19.4581
"4074",-44.0725,-19.7797
"4075",-43.7794,-19.8514
"4076",-44.0839,-19.8869
"4077",-44.199,-19.9471
"4078",-40.3011,-20.1275
"4079",-40.3775,-20.4361
"4080",-48.6516,-20.5136
"4081",-54.2494,-20.9127
"4082",-50.5742,-21.1133
"4084",-43.4649,-21.745
"4085",-41.404,-21.7468
"4086",-49.9824,-22.1777
"4087",-42.9385,-22.1764
"4088",-41.9756,-22.2957
"4089",-44.4871,-22.4408
"4090",-43.1134,-22.6127
"4091",-43.2996,-22.6323
"4092",-43.4981,-22.6953
"4093",-47.7823,-22.7255
"4094",-43.3773,-22.7285
"4095",-42.056,-22.7118
"4096",-42.9971,-22.8254
"4098",-52.5102,-22.9207
"4099",-43.4509,-22.925
"4100",-44.3447,-22.9946
"4101",-51.2842,-23.1805
"4102",-51.9674,-23.4009
"4103",-46.4537,-23.4019
"4104",-51.1052,-23.5236
"4105",-46.7887,-23.5283
"4106",-46.6474,-23.6497
"4108",-54.4812,-25.4758
"4113",-44.3178,-23.0067
"4118",-52.255325,-27.62879
"4119",-54.353714,-28.030773
"4120",-46.549444,-23.525904
"4121",-46.781702,-23.59388
"4122",-49.958038,-22.207749
"4123",-38.587346,-3.770222
"4124",-38.569322,-3.754977
"4125",-47.661617,-22.746304
"4126",-49.1259,-22.2535
"4127",-36.660805,-9.7544
"4128",-35.508614,-9.414516
"4129",-35.90857,-9.83103
"4130",-35.722847,-8.914242
"4131",-35.80759,-9.639338
"4132",-37.997646,-9.386403
"4133",-35.222025,-9.011403
"4134",-35.900002,-9.717179
"4135",-35.834713,-9.377257
"4136",-36.629219,-9.423322
"4137",-35.553932,-9.46464
"4138",-36.582685,-10.287305
"4140",-35.856056,-9.47954
"4141",-37.248387,-9.363877
"4142",-36.231465,-9.178787
"4143",-35.822225,-9.593641
"4144",-36.352315,-9.906289
"4145",-36.019478,-9.168534
"4146",-35.738754,-9.663031
"4147",-38.487,-3.827
"4148",-46.766768,-23.633831
"4151",-51.343644,-20.424047
"4152",-46.794493,-24.180328
"4153",-50.341435,-21.287918
"4154",-54.810993,-22.2358
"4155",-55.158243,-22.539324
"4157",-39.757233,-12.146746
"4161",-35.20649,-5.795679
"4223",-43.220329,-22.909068
"4227",-56.083544,-15.575579
"4228",-56.057751,-15.586987
"4229",-56.121666,-15.606771
"4230",-56.006895,-15.64386
"4231",-55.995739,-15.609857
"4232",-56.044509,-15.660354
"4233",-56.022211,-15.554735
"4234",-56.065418,-15.609307
"4235",-40.345001,-3.688855
"4236",-50.018463,-8.045632
"4237",-49.066544,-22.317049
"4238",-38.810842,-4.373241
"4239",-41.796341,-22.355156
"4240",-38.73064,-4.225557
"4241",-43.385,-22.9532
"4243",-43.5,-22.8673
"4244",-37.6203,-11.2619
"4245",-37.4961,-10.7331
"4246",-37.6915,-10.3559
"4247",-37.1706,-10.8033
"4248",-37.2879,-10.6733
"4249",-36.599,-10.3251
"4250",-37.1453,-10.854
"4251",-37.2258,-10.7295
"4252",-37.2228,-11.012
"4253",-38.0116,-11.1744
"4254",-36.1492,-6.4808
"4255",-36.7884,-9.6289
"4257",-37.3062,-9.6916
"4258",-48.181,-21.7906
"4259",-38.9013,-6.2457
"4260",-39.0166,-4.9736
"4261",-35.0142,-8.1136
"4262",-37.3455,-5.1922
"4265",-39.5825,-3.4977
"4266",-38.9733,-6.7522
"4268",-40.0321,-5.9985
"4269",-41.9153,-21.5738
"4270",-43.7775,-22.867
"4271",-41.6923,-21.4294
"4272",-44.034224,-22.9599
"4273",-44.129,-22.7265
"4274",-43.7051,-22.7416
"4275",-37.766991,-4.5648
"4276",-38.5824,-3.705
"4277",-38.5171,-3.8404
"4279",-39.9699,-3.5655
"4280",-38.5746,-3.8165
"4281",-43.4005,-22.7629
"4282",-43.5571,-22.716
"4283",-43.9132,-22.4259
"4284",-41.9881,-11.2966
"4285",-41.857004,-11.299409
"4286",-37.0734,-10.9129
"4290",-49.37748,-20.818383
"4294",-38.5034,-3.7822
"4304",-43.4304,-22.7828
"4307",-48.495255,-1.462396
"4316",-37.5,-10.5
"4317",-65.383331,-10.8
"4319",-68.73333,-11.033333
"4320",-42,-12
"4322",-51,-24
"4323",-39.9622,-13.5452
"4324",-41.3701,-12.9962
"4325",-46.7666,-23.6334
"4326",-43.3501,-21.7627
"4327",-46.5982,-23.6261
"4329",-39.431,-12.7473
"4330",-40.2419,-14.1456
"4333",-40.07,-15.1205
"4334",-40.5219,-11.2011
"4336",-51.2777,-23.2757
"4337",-53.62999,-23.3952
"4340",-52.1641,-13.5399
"4341",-56.328,-14.72
"4342",-57.295,-14.78
"4343",-56.6245,-16.2569
"4344",-51.7735,-13.9882
"4345",-57.48,-14.63
"4346",-56.138,-15.655
"4347",-47.8776,-1.2681
"4351",-42.627158,-19.525014
"4352",-44.449044,-18.747215
"4353",-41.953159,-18.848552
"4354",-42.536873,-19.467194
"4355",-47.942611,-19.754036
"4356",-56.096668,-15.59611
"4357",-57.908098,-15.597998
"4359",-54.963477,-15.955888
"4360",-57.520269,-11.255388
"4361",-56.0808,-13.8385
"4362",-56.422,-14.832
"4364",-57.503354,-14.622608
"4365",-56.500008,-12.734218
"4368",-38.324169,-12.6975
"4375",-54.646389,-20.44278
"4386",-51.457386,4.291315
"4387",-60.749035,2.807403
"4388",-60.673332,2.819722
"4389",-60.4366,2.22083
"4390",-61,1
"4391",-47.34903,-0.67105
"4392",-38.631199,-3.88832
"4393",-53,-4
"4394",-38.81139,-3.98806
"4396",-45,-5
"4397",-40,-5
"4398",-37.278481,-5.13814
"4399",-36,-5.75
"4400",-40.272789,-5.908476
"4401",-35.998627,-6.187392
"4402",-37.728432,-6.31231
"4403",-37.497162,-6.32578
"4404",-37.860699,-6.39546
"4405",-38.38015,-6.4965
"4406",-36.067593,-6.513914
"4407",-36.82555,-6.564203
"4408",-43.136063,-6.836388
"4409",-38.569279,-6.92206
"4410",-43,-7
"4411",-37.982635,-7.010565
"4412",-34.850441,-7.027204
"4413",-38.526112,-7.11074
"4414",-34.917252,-7.121363
"4415",-34.86306,-7.115
"4416",-37.275227,-7.248206
"4417",-36.5,-7.25
"4418",-35.881111,-7.23056
"4419",-39.783329,-7.36667
"4420",-35.070709,-7.375833
"4421",-37.174957,-7.916372
"4422",-34.873058,-7.94083
"4423",-37,-8
"4424",-40.129601,-8.03662
"4425",-34.855282,-8.00889
"4426",-39.056561,-8.07869
"4427",-35.128021,-8.15311
"4428",-35.976109,-8.28333
"4429",-35.0909,-8.27727
"4430",-63.903889,-8.761944
"4431",-35.458847,-8.877221
"4432",-70,-9
"4434",-37.194035,-9.344252
"4435",-40.500832,-9.39861
"4436",-36.964897,-9.516848
"4437",-60.189663,-9.542496
"4438",-35.735279,-9.66583
"4439",-62.954884,-9.910523
"4440",-66.84388,-9.980455
"4441",-55,-10
"4442",-56.302883,-10.019971
"4443",-63.969639,-10.092146
"4444",-40.104313,-10.148038
"4445",-61.92239,-10.366592
"4446",-48,-10.5
"4447",-62.666363,-10.626965
"4448",-61.950001,-10.866667
"4449",-61.94072,-11.185234
"4450",-64.440948,-11.331084
"4451",-62.164948,-11.491105
"4452",-61.43174,-11.490417
"4453",-60.699238,-11.46622
"4454",-63.580612,-11.505734
"4455",-61.789669,-11.752603
"4456",-60.749783,-11.78779
"4457",-55.44017,-11.764111
"4459",-39.333332,-12.166667
"4460",-63.126476,-12.383133
"4461",-55.699532,-12.681665
"4462",-60.145832,-12.740556
"4463",-38.500357,-12.964917
"4464",-56.155766,-13.040979
"4465",-60.494186,-13.082524
"4466",-56.44611,-14.408611
"4467",-44.442146,-14.410864
"4468",-58.098621,-14.523226
"4469",-39.375,-14.774883
"4470",-59.335278,-15.226111
"4471",-47.886784,-15.214627
"4472",-52.48365,-15.3477
"4473",-49.63623,-15.58071
"4474",-47.75,-15.75
"4475",-47.929722,-15.77972
"4476",-50.241322,-15.802774
"4477",-47.853043,-15.792658
"4478",-52.259918,-15.893002
"4479",-42.17403,-16.11853
"4480",-55.933331,-16.33333
"4481",-48.952778,-16.326668
"4482",-57.710819,-16.42263
"4483",-51.159767,-16.455425
"4484",-54.635559,-16.470831
"4485",-49.107449,-16.723225
"4486",-43.861668,-16.735001
"4487",-57.001717,-16.812754
"4488",-46.882576,-17.132849
"4489",-52.713943,-17.401253
"4490",-44.859734,-17.419575
"4491",-51.042145,-17.718878
"4492",-54.129436,-17.838818
"4493",-51.705311,-17.858288
"4494",-44,-18
"4495",-49.441784,-18.329517
"4496",-52.565601,-18.370434
"4497",-42.258354,-18.61187
"4498",-54.844166,-18.918056
"4499",-76.366339,-6.483502
"4500",-73.192,-3.752
"4502",-73.251633,-3.743674
"4503",-71.972523,-13.52418
"4504",-69.191265,-12.603485
"4505",-80.633526,-5.198313
"4506",-76.096,-5.918
"4507",-77.060566,-12.048722
"4508",-75.326915,-11.05544
"4516",-73.114722,-4.278889
"4517",-73.245574,-3.766552
"4519",-76.112905,-5.900772
"4520",-73.24836,-3.726052
"4525",-77.062597,-12.047547
"4548",-73.191,-3.752
"4554",-71.807206,-15.608695
"4555",-77.212152,-11.491495
"4556",-77.039806,-11.957884
"4561",-77.042928,-12.05166
"4567",-69.196314,-12.590908
"4572",-80.1619,-5.0997
"4584",-78.992981,-8.055563
"4595",-74.5449,-8.3795
"4596",-76.3667,-6.9171
"4597",-73.2859,-3.7735
"4598",-78.4352,-5.6109
"4599",-79.712,-6.154
"4600",-79.4732,-7.247
"4601",-78.8052,-5.7062
"4602",-79.753,-5.9931
"4603",-75.5283,-8.7307
"4604",-79.652,-6.733
"4605",-79.772,-6.7644
"4606",-74.9649,-9.3769
"4608",-80.161328,-5.09975
"4617",-73.2476,-3.7266
"4618",-79.854164,-6.475
"4619",-69.466667,-15.4
"4622",-79.8318,-6.4203
"4627",-80.1625,-5.0925
"4632",-77,-4.5
"4633",-80.246666,-4.653333
"4634",-80.681107,-4.85722
"4635",-79.968887,-5.18222
"4636",-80.583328,-5.5
"4637",-79.126389,-6.02278
"4638",-79.029984,-8.115994
"4639",-79.917526,-1.957932
"4640",-78.93455,-2.555962
"4641",-78.062,-1.5
"4642",-78.002,-1.483
"4643",-90.316229,-0.749967
"4650",-78.002687,-1.482731
"4651",-79.165727,-0.320512
"4652",-80.14683,-0.748571
"4653",-80.017184,-2.118528
"4654",-80.452434,-1.064003
"4655",-79.79263,-3.0039
"4660",-79.953704,-3.266147
"4661",-79.9611,-3.45208
"4664",-90.383331,-0.633333
"4665",-80.083328,-0.66667
"4666",-89.433334,-0.833333
"4667",-80.48333,-0.83333
"4670",-79.900002,-2.16667
"4671",-79.599998,-2.166667
"4672",178.4124,-18.1135
"4676",-178.796024,-18.221851
"4677",179.366641,-16.432628
"4679",177.683501,-17.533322
"4680",178.543317,-17.81023
"4681",178.348689,-17.687694
"4682",178.450878,-18.131578
"4683",178.480575,-18.09393
"4684",178.325136,-17.82931
"4685",178.575407,-18.071162
"4686",178.171535,-17.373412
"4687",177.50468,-18.142916
"4688",177.86,-17.45
"4689",177.415752,-17.800342
"4690",179.338067,-16.780095
"4691",-178.78,-18.22
"4692",178.38,-19.03
"4696",178.500524,-18.085404
"4701",178.545027,-18.024025
"4703",-179.96666,-16.85
"4704",177.46666,-17.616667
"4705",177.5,-18
"4706",179.340988,-16.797564
"4707",179.416672,-16.66667
"4708",37.337326,-3.350571
"4709",39.767,-5.246
"4710",39.753944,-5.156264
"4711",35.589942,-7.840595
"4713",39.283333,-6.8
"4714",9.461861,0.390698
"4715",12.157888,-2.14904
"4716",9.443,0.411
"4717",9.508,0.311
"4718",9.577084,0.993134
"4719",11.579733,1.598475
"4720",12.133,2.152
"4721",12.709951,-0.817595
"4722",10.764856,-0.179901
"4723",10.760524,-0.18828
"4724",12.725004,-0.818323
"4726",10.240386,-0.701546
"4727",9.412283,0.4586
"4728",13,-1
"4729",14,-2
"4730",98.67073,3.59703
"4731",115.217214,-8.689894
"4732",111.51289,-7.630693
"4733",128.394012,2.364136
"4734",110.330365,-7.88706
"4735",110.3428,-7.6885
"4736",104.75,-2.98
"4737",109.329901,-0.021973
"4749",110.368595,-7.790255
"4758",124.840879,1.4938
"4761",119.430199,-5.123088
"4762",115.1341,-8.3692
"4780",106.75,-6.13
"4783",106.847305,-7.08
"4786",140.7,-2.53
"4788",107.613609,-6.894219
"4791",110.387338,-7.784132
"4792",112.75869,-7.267012
"4793",113.86,-7.01
"4796",109.337082,-0.799229
"4800",107.670429,-6.90406
"4801",110.637102,-6.892003
"4805",107.717071,-6.918332
"4806",107.732563,-6.893026
"4807",107.673883,-6.863542
"4808",107.626333,-6.886209
"4809",107.646518,-6.672024
"4810",107.889833,-7.086924
"4811",107.633629,-6.820762
"4812",107.558498,-6.944149
"4813",107.662139,-6.949517
"4814",107.772388,-6.953351
"4815",107.691908,-6.942615
"4816",107.627635,-6.93205
"4817",107.923393,-6.860985
"4818",107.929974,-6.834056
"4819",107.673932,-6.909567
"4820",110.790195,-6.782239
"4821",110.804558,-6.901206
"4822",106.837184,-6.151691
"4823",106.879456,-6.17759
"4824",140.396805,-8.496821
"4825",110.841726,-6.808766
"4826",106.863148,-6.190177
"4827",106.819367,-6.206517
"4828",117.153468,-0.502446
"4860",108.984103,0.908995
"4861",109.25231,-6.906318
"4862",109.13538,-6.867462
"4863",125.203943,1.455532
"4864",124.819593,1.155546
"4866",108.244114,-6.715755
"4867",108.34784,-6.703992
"4868",98.92319,3.47778
"4869",98.21732,3.793
"4870",98.74741,3.55454
"4871",108.545237,-6.674667
"4872",108.506069,-6.7853
"4877",106.798307,-6.15551
"4878",106.83825,-6.127157
"4879",106.888468,-6.196662
"4880",106.169259,-6.121494
"4881",106.710834,-6.145675
"4883",106.795456,-6.294234
"4884",110.389888,-7.829754
"4885",109.014401,-7.74212
"4886",115.265758,-8.49733
"4887",115.202179,-8.567442
"4888",115.328865,-8.551825
"4889",115.259356,-8.695409
"4890",115.177045,-8.725527
"4891",112.17845,-7.803011
"4892",112.405529,-7.5615
"4893",112.508869,-7.559227
"4894",112.131171,-7.687176
"4895",112.259474,-7.885657
"4896",112.412395,-7.486389
"4897",114.066811,-7.804201
"4898",113.798332,-7.975598
"4900",114.000993,-7.806497
"4901",113.858757,-7.881066
"4902",113.862591,-7.904531
"4903",113.78809,-7.813385
"4904",113.801765,-7.966078
"4905",112.258801,-7.613168
"4906",112.231121,-7.537785
"4908",112.294579,-7.642262
"4909",109.681606,-7.362467
"4910",109.902019,-7.365531
"4912",111.420939,-6.967391
"4913",111.039464,-6.753594
"4914",106.956139,-6.406959
"4915",106.891199,-6.472309
"4916",106.888615,-6.449098
"4917",106.811311,-6.501706
"4918",110.360832,-7.78278
"4921",104.452599,0.9191
"4922",110.667629,-6.592992
"4925",106.9114,-6.3307
"4926",106.9435,-6.1848
"4927",106.8901,-6.2776
"4928",106.875,-6.207
"4929",106.8655,-6.3281
"4930",103.513842,0.809013
"4931",104.0274,1.08
"4932",95.3177,5.5473
"4933",97.1389,5.186
"4934",109.599,-7.667
"4935",104.4881,1.0512
"4938",106.666664,-2.666667
"4939",106.829445,-6.174444
"4941",119.870697,-0.8917
"4942",106.991943,-6.236667
"4943",110.166672,-7
"4944",113.333336,-7
"4945",112.433334,-7.466667
"4946",112.01667,-7.816667
"4947",112.628059,-7.977778
"4948",113.216667,-8.133333
"4949",15.321,-4.351
"4950",25.23,0.528
"4951",36.63,1.327
"4952",36.7,1.1
"4953",34.315,0.472
"4954",34.174,0.286
"4955",40.124,-3.004
"4956",40.075,-3.257
"4957",-7.483351,11.416685
"4958",-0.353781,16.953436
"4959",-8.033835,13.583403
"4960",-5.477763,13.945722
"4961",-8.149821,11.183298
"4962",-7.996,12.652
"4963",-11,14
"4964",-11.435663,14.449271
"4965",-3.867,12.733
"4967",-63.193277,-17.834703
"4968",-58.400002,-16.366667
"4969",-64.90159,-14.834629
"4974",-67.216667,-16.98333
"4975",-66.150002,-17.383333
"4976",-63.166672,-17.799999
"4977",-68.150002,-16.5
"4978",-63.68333,-21.99863
"4979",-63.16667,-17.8
"4980",-67.55,-15.81667
"4981",-68.75738,-11.02403
"4982",-66.15,-17.38333
"4983",-63.47611,-21.26083
"4984",-67.25,-15.58333
"4985",-68.22065,-15.30758
"4986",-63.884998,-17.402781
"4987",-63.476112,-21.260834
"4989",-66.1,-10.98333
"4990",-65.38717,-10.79469
"4991",-64.9,-14.83333
"4992",-65.25917,-19.04306
"4993",-68.15,-16.5
"4996",-67.54083,-14.43472
"4997",-65.6,-14.91667
"4998",-63.58333,-13.58333
"5000",-67.53333,-14.11667
"5001",-68.85,-16.23333
"5005",-63.5216,-20.02496
"5006",-64.86445,-17.03175
"5007",-65.24709,-16.99298
"5008",-63.18333,-17.73333
"5009",-64.7351,-21.53239
"5016",-149.83333,-17.53333
"5017",-149.489363,-17.508177
"5018",-149.5696,-17.535
"5019",-149.829523,-17.538844
"5020",-159.77499,-21.23472
"5022",-173.98334,-18.65
"5023",-57.950001,-21.666668
"5025",-57.434441,-23.406389
"5026",-55.25,-24.25
"5027",-57.666672,-25.26667
"5028",-55.833332,-25.333332
"5029",-57.5,-25.5
"5030",-54.616669,-25.533333
"5034",-57.549999,-25.16667
"5037",-57.63591,-25.300659
"5038",-57.56667,-25.26667
"5039",-57.05972,-23.34278
"5040",-54.61667,-25.51667
"5041",-55.9,-27.33333
"5042",-57.53333,-25.33333
"5044",-57.15,-25.38333
"5045",-57.60647,-25.34682
"5046",-56.8,-26.46667
"5047",-57.54761,-25.42001
"5048",-57.94,-22.29
"5049",-57.54021,-25.32308
"5050",-57.59292,-25.36797
"5051",-57.58415,-25.27162
"5053",-57.45633,-25.49664
"5054",-57.38472,-25.3125
"5055",-57.14083,-25.38611
"5056",-60.03333,-22.35
"5057",-57.939999,-22.290001
"5058",-60,-23
"5059",-57,-25.25
"5060",-57.599998,-25.366671
"5061",-57.150002,-25.383329
"5062",-57.547615,-25.420006
"5063",-56.799999,-26.466669
"5064",-57.533329,-25.33333
"5065",-57.635101,-25.282198
"5067",-56.53333,-22.98333
"5069",-57.35,-25.48333
"5071",-57.43444,-23.40639
"5073",-57.41667,-25.35
"5074",-57.55,-25.16667
"5075",-54.47252,-25.04668
"5076",-57.65099,-25.29661
"5077",-56.31667,-23.56667
"5083",-56.36807,-26.19996
"5086",-57.28275,-25.40647
"5087",-57.51831,-25.34983
"5089",-54.30846,-24.05658
"5090",-57.02833,-26.88667
"5091",-57.33333,-25.38333
"5092",-56.5028,-23.80084
"5094",-57.55463,-25.51022
"5095",-56.44861,-25.78056
"5096",-57.23333,-25.8
